Artist Name,Print Title,Print ID,Exhibition Venue,Group Name,Exhibition Type,"Curator or Gallerist (you can just put the person's id here. or their name, and I can look up the id myself)","Bio ID (for column G) ** this column is redundant, see previous note",Address,City,State,Zip Code,Country,Exhibition TItle,Start Date,End Date,Citation,Notes,URL
Sue Fuller,Mosaic,561,St. Paul Gallery and School of Art,Atelier 17,Traveling Show,,49,,Minneapolis,MN,,United States,Hayter and Studio 17,2/4/1945,2/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The St. Paul Gallery and School of Art became the Minnesota Museum of American Art in 1992. The institution closed in 2009. ,
Sue Fuller,The Emperor's Jewels,577,St. Paul Gallery and School of Art,Atelier 17,Traveling Show,,49,,Minneapolis,MN,,United States,Hayter and Studio 17,2/4/1945,2/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The St. Paul Gallery and School of Art became the Minnesota Museum of American Art in 1992. The institution closed in 2009. ,
Sue Fuller,The Connoisseur,576,St. Paul Gallery and School of Art,Atelier 17,Traveling Show,,49,,Minneapolis,MN,,United States,Hayter and Studio 17,2/4/1945,2/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The St. Paul Gallery and School of Art became the Minnesota Museum of American Art in 1992. The institution closed in 2009. ,
Anne Ryan,Centaur,53,St. Paul Gallery and School of Art,Atelier 17,Traveling Show,,5,,Minneapolis,MN,,United States,Hayter and Studio 17,2/4/1945,2/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The St. Paul Gallery and School of Art became the Minnesota Museum of American Art in 1992. The institution closed in 2009. ,
Catherine Yarrow,Head,159,St. Paul Gallery and School of Art,Atelier 17,Traveling Show,,7,,Minneapolis,MN,,United States,Hayter and Studio 17,2/4/1945,2/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The St. Paul Gallery and School of Art became the Minnesota Museum of American Art in 1992. The institution closed in 2009. ,
Perle Fine,Weathervane,500,Detroit Institute of Arts,Atelier 17,Traveling Show,,43,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Calm after Storm,490,Detroit Institute of Arts,Atelier 17,Traveling Show,,43,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Sailor's Dream,570,Detroit Institute of Arts,Atelier 17,Traveling Show,,49,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Cock,547,Detroit Institute of Arts,Atelier 17,Traveling Show,,49,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Mosaic,561,Detroit Institute of Arts,Atelier 17,Traveling Show,,49,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Emperor's Jewels,577,Detroit Institute of Arts,Atelier 17,Traveling Show,,49,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Connoisseur,576,Detroit Institute of Arts,Atelier 17,Traveling Show,,49,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Anne Ryan,Centaur,53,Detroit Institute of Arts,Atelier 17,Traveling Show,,5,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Catherine Yarrow,Head,159,Detroit Institute of Arts,Atelier 17,Traveling Show,,7,5200 Woodward Avenue,Detroit,MI,48202,United States,Hayter and Studio 17,3/11/1945,4/1/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Weathervane,500,San Francisco Museum of Art,Atelier 17,Traveling Show,,43,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Perle Fine,Calm after Storm,490,San Francisco Museum of Art,Atelier 17,Traveling Show,,43,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Sue Fuller,Sailor's Dream,570,San Francisco Museum of Art,Atelier 17,Traveling Show,,49,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Sue Fuller,Cock,547,San Francisco Museum of Art,Atelier 17,Traveling Show,,49,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Sue Fuller,Mosaic,561,San Francisco Museum of Art,Atelier 17,Traveling Show,,49,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Sue Fuller,The Emperor's Jewels,577,San Francisco Museum of Art,Atelier 17,Traveling Show,,49,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Sue Fuller,The Connoisseur,576,San Francisco Museum of Art,Atelier 17,Traveling Show,,49,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Anne Ryan,Centaur,53,San Francisco Museum of Art,Atelier 17,Traveling Show,,5,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Catherine Yarrow,Head,159,San Francisco Museum of Art,Atelier 17,Traveling Show,,7,151 3rd St,San Francisco,CA,94103,United States,Hayter and Studio 17,5/29/1945,6/26/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,The San Francisco Museum of Art is now known as the San Francisco Museum of Modern Art,
Perle Fine,Weathervane,500,Fort Worth Art Association,Atelier 17,Traveling Show,,43,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Calm after Storm,490,Fort Worth Art Association,Atelier 17,Traveling Show,,43,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Sailor's Dream,570,Fort Worth Art Association,Atelier 17,Traveling Show,,49,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Cock,547,Fort Worth Art Association,Atelier 17,Traveling Show,,49,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Mosaic,561,Fort Worth Art Association,Atelier 17,Traveling Show,,49,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Emperor's Jewels,577,Fort Worth Art Association,Atelier 17,Traveling Show,,49,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Connoisseur,576,Fort Worth Art Association,Atelier 17,Traveling Show,,49,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Anne Ryan,Centaur,53,Fort Worth Art Association,Atelier 17,Traveling Show,,5,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Catherine Yarrow,Head,159,Fort Worth Art Association,Atelier 17,Traveling Show,,7,916 Norwood St,Forth Worth,TX,76107,United States,Hayter and Studio 17,9/1/1945,9/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Weathervane,500,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,43,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Perle Fine,Calm after Storm,490,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,43,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Sue Fuller,Sailor's Dream,570,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,49,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Sue Fuller,Cock,547,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,49,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Sue Fuller,Mosaic,561,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,49,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Sue Fuller,The Emperor's Jewels,577,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,49,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Sue Fuller,The Connoisseur,576,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,49,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Anne Ryan,Centaur,53,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,5,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Catherine Yarrow,Head,159,Museum of the Cranbrook Academy of Art,Atelier 17,Traveling Show,,7,39221 Woodward Ave ,Bloomfield Hills,MI,48303,United States,Hayter and Studio 17,11/4/1945,11/25/1945,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,Now known as the Cranbrook Art Museum,
Perle Fine,Weathervane,500,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,43,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Calm after Storm,490,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,43,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Sailor's Dream,570,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,49,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Cock,547,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,49,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Mosaic,561,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,49,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Emperor's Jewels,577,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,49,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Connoisseur,576,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,49,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Anne Ryan,Centaur,53,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,5,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Catherine Yarrow,Head,159,"Henry Gallery, University of Washington",Atelier 17,Traveling Show,,7,15th Ave NE,Seattle,WA,98105,United States,Hayter and Studio 17,1/14/1946,2/4/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Weathervane,500,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,43, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Calm after Storm,490,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,43, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Sailor's Dream,570,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,49, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Cock,547,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,49, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Mosaic,561,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,49, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Emperor's Jewels,577,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,49, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,The Connoisseur,576,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,49, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Anne Ryan,Centaur,53,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,5, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Catherine Yarrow,Head,159,"School of the Museum of Fine Arts, Boston",Atelier 17,Traveling Show,,7, 230 Fenway,Boston,MA,02115,United States,Hayter and Studio 17,2/18/1946,3/11/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Weathervane,500,"Willard Straight Hall, Cornell University",Atelier 17,Traveling Show,,43,,Ithaca,NY,14853,United States,Hayter and Studio 17,3/25/1946,4/15/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Perle Fine,Calm after Storm,490,"Willard Straight Hall, Cornell University",Atelier 17,Traveling Show,,43,,Ithaca,NY,14853,United States,Hayter and Studio 17,3/25/1946,4/15/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Sailor's Dream,570,"Willard Straight Hall, Cornell University",Atelier 17,Traveling Show,,49,,Ithaca,NY,14853,United States,Hayter and Studio 17,3/25/1946,4/15/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Cock,547,"Willard Straight Hall, Cornell University",Atelier 17,Traveling Show,,49,,Ithaca,NY,14853,United States,Hayter and Studio 17,3/25/1946,4/15/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
Sue Fuller,Mosaic,561,"Willard Straight Hall, Cornell University",Atelier 17,Traveling Show,,49,,Ithaca,NY,14853,United States,Hayter and Studio 17,3/25/1946,4/15/1946,“New Directions in Gravure – Hayter Studio 17” at MoMA Archives CE 11.1.86.2.1,,
